N,Precision,Recall,F-Measure
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.14285714285714285,0.14285714285714285,0.14285714285714285
8,0.125,0.14285714285714285,0.13333333333333333
9,0.2222222222222222,0.2857142857142857,0.25
10,0.3,0.42857142857142855,0.3529411764705882
11,0.2727272727272727,0.42857142857142855,0.33333333333333326
12,0.3333333333333333,0.5714285714285714,0.4210526315789474
13,0.38461538461538464,0.7142857142857143,0.5
14,0.35714285714285715,0.7142857142857143,0.4761904761904762
15,0.3333333333333333,0.7142857142857143,0.4545454545454545
16,0.3125,0.7142857142857143,0.43478260869565216
17,0.35294117647058826,0.8571428571428571,0.5
18,0.3333333333333333,0.8571428571428571,0.48
19,0.3157894736842105,0.8571428571428571,0.46153846153846156
20,0.3,0.8571428571428571,0.4444444444444444
21,0.2857142857142857,0.8571428571428571,0.42857142857142855
22,0.2727272727272727,0.8571428571428571,0.41379310344827586
23,0.2608695652173913,0.8571428571428571,0.4
24,0.25,0.8571428571428571,0.3870967741935483
25,0.24,0.8571428571428571,0.375
26,0.23076923076923078,0.8571428571428571,0.36363636363636365
27,0.2222222222222222,0.8571428571428571,0.35294117647058826
28,0.25,1.0,0.4
29,0.2413793103448276,1.0,0.3888888888888889
30,0.23333333333333334,1.0,0.37837837837837834
