N,Precision,Recall,F-Measure
1,1.0,0.05263157894736842,0.1
2,1.0,0.10526315789473684,0.1904761904761905
3,1.0,0.15789473684210525,0.2727272727272727
4,1.0,0.21052631578947367,0.34782608695652173
5,1.0,0.2631578947368421,0.4166666666666667
6,0.8333333333333334,0.2631578947368421,0.39999999999999997
7,0.8571428571428571,0.3157894736842105,0.46153846153846156
8,0.875,0.3684210526315789,0.5185185185185185
9,0.8888888888888888,0.42105263157894735,0.5714285714285714
10,0.8,0.42105263157894735,0.5517241379310345
11,0.8181818181818182,0.47368421052631576,0.6
12,0.8333333333333334,0.5263157894736842,0.6451612903225806
13,0.7692307692307693,0.5263157894736842,0.625
14,0.7857142857142857,0.5789473684210527,0.6666666666666667
15,0.8,0.631578947368421,0.7058823529411765
16,0.75,0.631578947368421,0.6857142857142857
17,0.7647058823529411,0.6842105263157895,0.7222222222222222
18,0.7222222222222222,0.6842105263157895,0.7027027027027027
19,0.7368421052631579,0.7368421052631579,0.7368421052631579
20,0.7,0.7368421052631579,0.717948717948718
21,0.7142857142857143,0.7894736842105263,0.7500000000000001
22,0.6818181818181818,0.7894736842105263,0.7317073170731707
23,0.6956521739130435,0.8421052631578947,0.761904761904762
24,0.6666666666666666,0.8421052631578947,0.744186046511628
25,0.64,0.8421052631578947,0.7272727272727272
26,0.6153846153846154,0.8421052631578947,0.7111111111111111
27,0.5925925925925926,0.8421052631578947,0.6956521739130435
28,0.5714285714285714,0.8421052631578947,0.6808510638297872
29,0.5862068965517241,0.8947368421052632,0.7083333333333333
30,0.6,0.9473684210526315,0.7346938775510204

