N,Precision,Recall,F-Measure
1,1.0,0.043478260869565216,0.08333333333333333
2,1.0,0.08695652173913043,0.16
3,1.0,0.13043478260869565,0.23076923076923078
4,1.0,0.17391304347826086,0.29629629629629634
5,0.8,0.17391304347826086,0.2857142857142857
6,0.8333333333333334,0.21739130434782608,0.3448275862068966
7,0.8571428571428571,0.2608695652173913,0.4
8,0.875,0.30434782608695654,0.4516129032258065
9,0.7777777777777778,0.30434782608695654,0.43750000000000006
10,0.8,0.34782608695652173,0.48484848484848486
11,0.8181818181818182,0.391304347826087,0.5294117647058824
12,0.8333333333333334,0.43478260869565216,0.5714285714285714
13,0.8461538461538461,0.4782608695652174,0.6111111111111112
14,0.8571428571428571,0.5217391304347826,0.6486486486486486
15,0.8666666666666667,0.5652173913043478,0.6842105263157895
16,0.875,0.6086956521739131,0.717948717948718
17,0.8823529411764706,0.6521739130434783,0.75
18,0.8888888888888888,0.6956521739130435,0.7804878048780488
19,0.8421052631578947,0.6956521739130435,0.761904761904762
20,0.85,0.7391304347826086,0.7906976744186046
21,0.8571428571428571,0.782608695652174,0.8181818181818182
22,0.8636363636363636,0.8260869565217391,0.8444444444444444
23,0.8260869565217391,0.8260869565217391,0.8260869565217391
24,0.8333333333333334,0.8695652173913043,0.851063829787234
25,0.8,0.8695652173913043,0.8333333333333333
26,0.8076923076923077,0.9130434782608695,0.8571428571428572
27,0.7777777777777778,0.9130434782608695,0.84
28,0.7857142857142857,0.9565217391304348,0.8627450980392156
29,0.7931034482758621,1.0,0.8846153846153846
30,0.7666666666666667,1.0,0.8679245283018869

