N,Precision,Recall,F-Measure
1,1.0,0.03571428571428571,0.0689655172413793
2,1.0,0.07142857142857142,0.13333333333333333
3,1.0,0.10714285714285714,0.19354838709677416
4,1.0,0.14285714285714285,0.25
5,1.0,0.17857142857142858,0.30303030303030304
6,1.0,0.21428571428571427,0.35294117647058826
7,1.0,0.25,0.4
8,1.0,0.2857142857142857,0.4444444444444445
9,1.0,0.32142857142857145,0.4864864864864865
10,0.9,0.32142857142857145,0.4736842105263158
11,0.9090909090909091,0.35714285714285715,0.5128205128205129
12,0.9166666666666666,0.39285714285714285,0.55
13,0.8461538461538461,0.39285714285714285,0.5365853658536585
14,0.8571428571428571,0.42857142857142855,0.5714285714285714
15,0.8666666666666667,0.4642857142857143,0.6046511627906976
16,0.875,0.5,0.6363636363636364
17,0.8823529411764706,0.5357142857142857,0.6666666666666667
18,0.8888888888888888,0.5714285714285714,0.6956521739130435
19,0.8947368421052632,0.6071428571428571,0.7234042553191489
20,0.9,0.6428571428571429,0.75
21,0.9047619047619048,0.6785714285714286,0.7755102040816326
22,0.9090909090909091,0.7142857142857143,0.8
23,0.9130434782608695,0.75,0.8235294117647057
24,0.9166666666666666,0.7857142857142857,0.8461538461538461
25,0.92,0.8214285714285714,0.8679245283018867
26,0.9230769230769231,0.8571428571428571,0.888888888888889
27,0.9259259259259259,0.8928571428571429,0.9090909090909091
28,0.9285714285714286,0.9285714285714286,0.9285714285714286
29,0.9310344827586207,0.9642857142857143,0.9473684210526316
30,0.9333333333333333,1.0,0.9655172413793104

