N,Precision,Recall,F-Measure
1,0.0,0.0,0
2,0.0,0.0,0
3,0.0,0.0,0
4,0.0,0.0,0
5,0.0,0.0,0
6,0.0,0.0,0
7,0.0,0.0,0
8,0.125,0.16666666666666666,0.14285714285714288
9,0.1111111111111111,0.16666666666666666,0.13333333333333333
10,0.1,0.16666666666666666,0.125
11,0.09090909090909091,0.16666666666666666,0.11764705882352942
12,0.16666666666666666,0.3333333333333333,0.2222222222222222
13,0.15384615384615385,0.3333333333333333,0.21052631578947367
14,0.21428571428571427,0.5,0.3
15,0.2,0.5,0.28571428571428575
16,0.1875,0.5,0.2727272727272727
17,0.17647058823529413,0.5,0.2608695652173913
18,0.16666666666666666,0.5,0.25
19,0.15789473684210525,0.5,0.23999999999999996
20,0.15,0.5,0.23076923076923075
21,0.19047619047619047,0.6666666666666666,0.2962962962962963
22,0.18181818181818182,0.6666666666666666,0.28571428571428575
23,0.17391304347826086,0.6666666666666666,0.27586206896551724
24,0.16666666666666666,0.6666666666666666,0.26666666666666666
25,0.16,0.6666666666666666,0.25806451612903225
26,0.19230769230769232,0.8333333333333334,0.3125
27,0.18518518518518517,0.8333333333333334,0.303030303030303
28,0.17857142857142858,0.8333333333333334,0.29411764705882354
29,0.20689655172413793,1.0,0.34285714285714286
30,0.2,1.0,0.33333333333333337

