N,Precision,Recall,F-Measure
1,0.0,0.0,0
2,0.0,0.0,0
3,0.3333333333333333,0.1,0.15384615384615383
4,0.25,0.1,0.14285714285714288
5,0.4,0.2,0.26666666666666666
6,0.3333333333333333,0.2,0.25
7,0.42857142857142855,0.3,0.3529411764705882
8,0.5,0.4,0.4444444444444445
9,0.4444444444444444,0.4,0.4210526315789474
10,0.5,0.5,0.5
11,0.5454545454545454,0.6,0.5714285714285713
12,0.5833333333333334,0.7,0.6363636363636365
13,0.5384615384615384,0.7,0.608695652173913
14,0.5,0.7,0.5833333333333334
15,0.4666666666666667,0.7,0.56
16,0.4375,0.7,0.5384615384615384
17,0.4117647058823529,0.7,0.5185185185185185
18,0.3888888888888889,0.7,0.5
19,0.42105263157894735,0.8,0.5517241379310345
20,0.4,0.8,0.5333333333333333
21,0.38095238095238093,0.8,0.5161290322580645
22,0.36363636363636365,0.8,0.5000000000000001
23,0.391304347826087,0.9,0.5454545454545454
24,0.375,0.9,0.5294117647058825
25,0.36,0.9,0.5142857142857143
26,0.34615384615384615,0.9,0.5
27,0.3333333333333333,0.9,0.48648648648648646
28,0.32142857142857145,0.9,0.4736842105263158
29,0.3103448275862069,0.9,0.4615384615384615
30,0.3333333333333333,1.0,0.5

